                                 Root            Product Name
*  Coffee Mug                            GroupHeader             Product Name
****  16                 Count           GrandTotal              State
****  872                Quantity                GrandTotal              State
****  $12,374.00                 Revenue                 GrandTotal              State
***  QU                          GroupHeader             State
****  Dorval Lodge                               GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  130               20201JanQuantity                Measure                 Month
*****  $1,690.00                 20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  130               20201Quantity           Total           Quarter
*****  $1,690.00                 20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  57                20202AprQuantity                Measure                 Month
*****  $775.00           20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  57                20202Quantity           Total           Quarter
*****  $775.00           20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  133               20203SeptQuantity               Measure                 Month
*****  $1,821.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  133               20203Quantity           Total           Quarter
*****  $1,821.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  83                20204NovQuantity                Measure                 Month
*****  $1,079.00                 20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  1                 20204DecQuantity                Measure                 Month
*****  $13.00            20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  84                20204Quantity           Total           Quarter
*****  $1,092.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  404               2020Quantity            Total           Year
*****  $5,378.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  404               Quantity                GrandTotal              City
*****  $5,378.00                 Revenue                 GrandTotal              City
****  Ottawa                             GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  140               20201JanQuantity                Measure                 Month
*****  $1,946.00                 20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  140               20201Quantity           Total           Quarter
*****  $1,946.00                 20201Revenue            Total           Quarter
*****  1                 20202AprCount           Measure                 Month
*****  96                20202AprQuantity                Measure                 Month
*****  $1,248.00                 20202AprRevenue                 Measure                 Month
*****  1                 20202MayCount           Measure                 Month
*****  78                20202MayQuantity                Measure                 Month
*****  $1,170.00                 20202MayRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  174               20202Quantity           Total           Quarter
*****  $2,418.00                 20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  122               20203SeptQuantity               Measure                 Month
*****  $1,652.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  122               20203Quantity           Total           Quarter
*****  $1,652.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  75                20204NovQuantity                Measure                 Month
*****  $975.00           20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  92                20204DecQuantity                Measure                 Month
*****  $1,380.00                 20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  167               20204Quantity           Total           Quarter
*****  $2,355.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  603               2020Quantity            Total           Year
*****  $8,371.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  603               Quantity                GrandTotal              City
*****  $8,371.00                 Revenue                 GrandTotal              City
***  QU Total                            TotalHeader             State
****  4          20201JanCount           Total           Month
****  270                20201JanQuantity                Total           Month
****  $3,636.00          20201JanRevenue                 Total           Month
****  4          20201Count              Total           Quarter
****  270                20201Quantity           Total           Quarter
****  $3,636.00          20201Revenue            Total           Quarter
****  3          20202AprCount           Total           Month
****  153                20202AprQuantity                Total           Month
****  $2,023.00          20202AprRevenue                 Total           Month
****  1          20202MayCount           Total           Month
****  78                 20202MayQuantity                Total           Month
****  $1,170.00          20202MayRevenue                 Total           Month
****  4          20202Count              Total           Quarter
****  231                20202Quantity           Total           Quarter
****  $3,193.00          20202Revenue            Total           Quarter
****  4          20203SeptCount          Total           Month
****  255                20203SeptQuantity               Total           Month
****  $3,473.00          20203SeptRevenue                Total           Month
****  4          20203Count              Total           Quarter
****  255                20203Quantity           Total           Quarter
****  $3,473.00          20203Revenue            Total           Quarter
****  2          20204NovCount           Total           Month
****  158                20204NovQuantity                Total           Month
****  $2,054.00          20204NovRevenue                 Total           Month
****  2          20204DecCount           Total           Month
****  93                 20204DecQuantity                Total           Month
****  $1,393.00          20204DecRevenue                 Total           Month
****  4          20204Count              Total           Quarter
****  251                20204Quantity           Total           Quarter
****  $3,447.00          20204Revenue            Total           Quarter
****  16                 2020Count               Total           Year
****  1,007              2020Quantity            Total           Year
****  $13,749.00                 2020Revenue             Total           Year
****  16                 Count           GrandTotal              State
****  1,007              Quantity                GrandTotal              State
****  $13,749.00                 Revenue                 GrandTotal              State
**  Canada Total                                 TotalHeader             Country
***  8           20201JanCount           Total           Month
***  362                 20201JanQuantity                Total           Month
***  $4,930.00           20201JanRevenue                 Total           Month
***  8           20201Count              Total           Quarter
***  362                 20201Quantity           Total           Quarter
***  $4,930.00           20201Revenue            Total           Quarter
***  6           20202AprCount           Total           Month
***  354                 20202AprQuantity                Total           Month
***  $4,898.00           20202AprRevenue                 Total           Month
***  2           20202MayCount           Total           Month
***  87          20202MayQuantity                Total           Month
***  $1,305.00           20202MayRevenue                 Total           Month
***  8           20202Count              Total           Quarter
***  441                 20202Quantity           Total           Quarter
***  $6,203.00           20202Revenue            Total           Quarter
***  8           20203SeptCount          Total           Month
***  576                 20203SeptQuantity               Total           Month
***  $7,994.00           20203SeptRevenue                Total           Month
***  8           20203Count              Total           Quarter
***  576                 20203Quantity           Total           Quarter
***  $7,994.00           20203Revenue            Total           Quarter
***  4           20204NovCount           Total           Month
***  223                 20204NovQuantity                Total           Month
***  $3,019.00           20204NovRevenue                 Total           Month
***  4           20204DecCount           Total           Month
***  277                 20204DecQuantity                Total           Month
***  $3,977.00           20204DecRevenue                 Total           Month
***  8           20204Count              Total           Quarter
***  500                 20204Quantity           Total           Quarter
***  $6,996.00           20204Revenue            Total           Quarter
***  32          2020Count               Total           Year
***  1,879               2020Quantity            Total           Year
***  $26,123.00          2020Revenue             Total           Year
***  32          Count           GrandTotal              Country
***  1,879               Quantity                GrandTotal              Country
***  $26,123.00          Revenue                 GrandTotal              Country
**  US                           GroupHeader             Country
***  CA                          GroupHeader             State
****  Los Angeles                                GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  46                20201JanQuantity                Measure                 Month
*****  $672.00           20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  46                20201Quantity           Total           Quarter
*****  $672.00           20201Revenue            Total           Quarter
*****  1                 20202AprCount           Measure                 Month
*****  29                20202AprQuantity                Measure                 Month
*****  $377.00           20202AprRevenue                 Measure                 Month
*****  1                 20202MayCount           Measure                 Month
*****  17                20202MayQuantity                Measure                 Month
*****  $255.00           20202MayRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  46                20202Quantity           Total           Quarter
*****  $632.00           20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  33                20203SeptQuantity               Measure                 Month
*****  $441.00           20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  33                20203Quantity           Total           Quarter
*****  $441.00           20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  63                20204NovQuantity                Measure                 Month
*****  $945.00           20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  57                20204DecQuantity                Measure                 Month
*****  $741.00           20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  120               20204Quantity           Total           Quarter
*****  $1,686.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  245               2020Quantity            Total           Year
*****  $3,431.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  245               Quantity                GrandTotal              City
*****  $3,431.00                 Revenue                 GrandTotal              City
****  San Diego                          GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  56                20201JanQuantity                Measure                 Month
*****  $764.00           20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  56                20201Quantity           Total           Quarter
*****  $764.00           20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  37                20202AprQuantity                Measure                 Month
*****  $505.00           20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  37                20202Quantity           Total           Quarter
*****  $505.00           20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  91                20203SeptQuantity               Measure                 Month
*****  $1,365.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  91                20203Quantity           Total           Quarter
*****  $1,365.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  6                 20204NovQuantity                Measure                 Month
*****  $78.00            20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  81                20204DecQuantity                Measure                 Month
*****  $1,215.00                 20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  87                20204Quantity           Total           Quarter
*****  $1,293.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  271               2020Quantity            Total           Year
*****  $3,927.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  271               Quantity                GrandTotal              City
*****  $3,927.00                 Revenue                 GrandTotal              City
***  CA Total                            TotalHeader             State
****  4          20201JanCount           Total           Month
****  102                20201JanQuantity                Total           Month
****  $1,436.00          20201JanRevenue                 Total           Month
****  4          20201Count              Total           Quarter
****  102                20201Quantity           Total           Quarter
****  $1,436.00          20201Revenue            Total           Quarter
****  3          20202AprCount           Total           Month
****  66                 20202AprQuantity                Total           Month
****  $882.00            20202AprRevenue                 Total           Month
****  1          20202MayCount           Total           Month
****  17                 20202MayQuantity                Total           Month
****  $255.00            20202MayRevenue                 Total           Month
****  4          20202Count              Total           Quarter
****  83                 20202Quantity           Total           Quarter
****  $1,137.00          20202Revenue            Total           Quarter
****  4          20203SeptCount          Total           Month
****  124                20203SeptQuantity               Total           Month
****  $1,806.00          20203SeptRevenue                Total           Month
****  4          20203Count              Total           Quarter
****  124                20203Quantity           Total           Quarter
****  $1,806.00          20203Revenue            Total           Quarter
****  2          20204NovCount           Total           Month
****  69                 20204NovQuantity                Total           Month
****  $1,023.00          20204NovRevenue                 Total           Month
****  2          20204DecCount           Total           Month
****  138                20204DecQuantity                Total           Month
****  $1,956.00          20204DecRevenue                 Total           Month
****  4          20204Count              Total           Quarter
****  207                20204Quantity           Total           Quarter
****  $2,979.00          20204Revenue            Total           Quarter
****  16                 2020Count               Total           Year
****  516                2020Quantity            Total           Year
****  $7,358.00          2020Revenue             Total           Year
****  16                 Count           GrandTotal              State
****  516                Quantity                GrandTotal              State
****  $7,358.00          Revenue                 GrandTotal              State
***  NY                          GroupHeader             State
****  Brooklyn                           GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  101               20201JanQuantity                Measure                 Month
*****  $1,313.00                 20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  101               20201Quantity           Total           Quarter
*****  $1,313.00                 20201Revenue            Total           Quarter
*****  2                 20202AprCount           Measure                 Month
*****  131               20202AprQuantity                Measure                 Month
*****  $1,811.00                 20202AprRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  131               20202Quantity           Total           Quarter
*****  $1,811.00                 20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  159               20203SeptQuantity               Measure                 Month
*****  $2,385.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  159               20203Quantity           Total           Quarter
*****  $2,385.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  30                20204NovQuantity                Measure                 Month
*****  $390.00           20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  36                20204DecQuantity                Measure                 Month
*****  $540.00           20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  66                20204Quantity           Total           Quarter
*****  $930.00           20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  457               2020Quantity            Total           Year
*****  $6,439.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  457               Quantity                GrandTotal              City
*****  $6,439.00                 Revenue                 GrandTotal              City
****  Manhattan                          GroupHeader             City
*****  2                 20201JanCount           Measure                 Month
*****  98                20201JanQuantity                Measure                 Month
*****  $1,332.00                 20201JanRevenue                 Measure                 Month
*****  2                 20201Count              Total           Quarter
*****  98                20201Quantity           Total           Quarter
*****  $1,332.00                 20201Revenue            Total           Quarter
*****  1                 20202AprCount           Measure                 Month
*****  17                20202AprQuantity                Measure                 Month
*****  $221.00           20202AprRevenue                 Measure                 Month
*****  1                 20202MayCount           Measure                 Month
*****  68                20202MayQuantity                Measure                 Month
*****  $1,020.00                 20202MayRevenue                 Measure                 Month
*****  2                 20202Count              Total           Quarter
*****  85                20202Quantity           Total           Quarter
*****  $1,241.00                 20202Revenue            Total           Quarter
*****  2                 20203SeptCount          Measure                 Month
*****  98                20203SeptQuantity               Measure                 Month
*****  $1,310.00                 20203SeptRevenue                Measure                 Month
*****  2                 20203Count              Total           Quarter
*****  98                20203Quantity           Total           Quarter
*****  $1,310.00                 20203Revenue            Total           Quarter
*****  1                 20204NovCount           Measure                 Month
*****  78                20204NovQuantity                Measure                 Month
*****  $1,014.00                 20204NovRevenue                 Measure                 Month
*****  1                 20204DecCount           Measure                 Month
*****  72                20204DecQuantity                Measure                 Month
*****  $1,080.00                 20204DecRevenue                 Measure                 Month
*****  2                 20204Count              Total           Quarter
*****  150               20204Quantity           Total           Quarter
*****  $2,094.00                 20204Revenue            Total           Quarter
*****  8                 2020Count               Total           Year
*****  431               2020Quantity            Total           Year
*****  $5,977.00                 2020Revenue             Total           Year
*****  8                 Count           GrandTotal              City
*****  431               Quantity                GrandTotal              City
*****  $5,977.00                 Revenue                 GrandTotal              City
***  NY Total                            TotalHeader             State
****  4          20201JanCount           Total           Month
****  199                20201JanQuantity                Total           Month
****  $2,645.00          20201JanRevenue                 Total           Month
****  4          20201Count              Total           Quarter
****  199                20201Quantity           Total           Quarter
****  $2,645.00          20201Revenue            Total           Quarter
****  3          20202AprCount           Total           Month
****  148                20202AprQuantity                Total           Month
****  $2,032.00          20202AprRevenue                 Total           Month
****  1          20202MayCount           Total           Month
****  68                 20202MayQuantity                Total           Month
****  $1,020.00          20202MayRevenue                 Total           Month
****  4          20202Count              Total           Quarter
****  216                20202Quantity           Total           Quarter
****  $3,052.00          20202Revenue            Total           Quarter
****  4          20203SeptCount          Total           Month
****  257                20203SeptQuantity               Total           Month
****  $3,695.00          20203SeptRevenue                Total           Month
****  4          20203Count              Total           Quarter
****  257                20203Quantity           Total           Quarter
****  $3,695.00          20203Revenue            Total           Quarter
****  2          20204NovCount           Total           Month
****  108                20204NovQuantity                Total           Month
****  $1,404.00          20204NovRevenue                 Total           Month
****  2          20204DecCount           Total           Month
****  108                20204DecQuantity                Total           Month
****  $1,620.00          20204DecRevenue                 Total           Month
****  4          20204Count              Total           Quarter
****  216                20204Quantity           Total           Quarter
****  $3,024.00          20204Revenue            Total           Quarter
****  16                 2020Count               Total           Year
****  888                2020Quantity            Total           Year
****  $12,416.00                 2020Revenue             Total           Year
****  16                 Count           GrandTotal              State
****  888                Quantity                GrandTotal              State
****  $12,416.00                 Revenue                 GrandTotal              State
**  US Total                             TotalHeader             Country
***  8           20201JanCount           Total           Month
***  301                 20201JanQuantity                Total           Month
***  $4,081.00           20201JanRevenue                 Total           Month
***  8           20201Count              Total           Quarter
***  301                 20201Quantity           Total           Quarter
***  $4,081.00           20201Revenue            Total           Quarter
***  6           20202AprCount           Total           Month
***  214                 20202AprQuantity                Total           Month
***  $2,914.00           20202AprRevenue                 Total           Month
***  2           20202MayCount           Total           Month
***  85          20202MayQuantity                Total           Month
***  $1,275.00           20202MayRevenue                 Total           Month
***  8           20202Count              Total           Quarter
***  299                 20202Quantity           Total           Quarter
***  $4,189.00           20202Revenue            Total           Quarter
***  8           20203SeptCount          Total           Month
***  381                 20203SeptQuantity               Total           Month
***  $5,501.00           20203SeptRevenue                Total           Month
***  8           20203Count              Total           Quarter
***  381                 20203Quantity           Total           Quarter
***  $5,501.00           20203Revenue            Total           Quarter
***  4           20204NovCount           Total           Month
***  177                 20204NovQuantity                Total           Month
***  $2,427.00           20204NovRevenue                 Total           Month
***  4           20204DecCount           Total           Month
***  246                 20204DecQuantity                Total           Month
***  $3,576.00           20204DecRevenue                 Total           Month
***  8           20204Count              Total           Quarter
***  423                 20204Quantity           Total           Quarter
***  $6,003.00           20204Revenue            Total           Quarter
***  32          2020Count               Total           Year
***  1,404               2020Quantity            Total           Year
***  $19,774.00          2020Revenue             Total           Year
***  32          Count           GrandTotal              Country
***  1,404               Quantity                GrandTotal              Country
***  $19,774.00          Revenue                 GrandTotal              Country
*  KVM Switch Total                              TotalHeader             Product Name
**  16           20201JanCount           Total           Month
**  663          20201JanQuantity                Total           Month
**  $9,011.00            20201JanRevenue                 Total           Month
**  16           20201Count              Total           Quarter
**  663          20201Quantity           Total           Quarter
**  $9,011.00            20201Revenue            Total           Quarter
**  12           20202AprCount           Total           Month
**  568          20202AprQuantity                Total           Month
**  $7,812.00            20202AprRevenue                 Total           Month
**  4            20202MayCount           Total           Month
**  172          20202MayQuantity                Total           Month
**  $2,580.00            20202MayRevenue                 Total           Month
**  16           20202Count              Total           Quarter
**  740          20202Quantity           Total           Quarter
**  $10,392.00           20202Revenue            Total           Quarter
**  16           20203SeptCount          Total           Month
**  957          20203SeptQuantity               Total           Month
**  $13,495.00           20203SeptRevenue                Total           Month
**  16           20203Count              Total           Quarter
**  957          20203Quantity           Total           Quarter
**  $13,495.00           20203Revenue            Total           Quarter
**  8            20204NovCount           Total           Month
**  400          20204NovQuantity                Total           Month
**  $5,446.00            20204NovRevenue                 Total           Month
**  8            20204DecCount           Total           Month
**  523          20204DecQuantity                Total           Month
**  $7,553.00            20204DecRevenue                 Total           Month
**  16           20204Count              Total           Quarter
**  923          20204Quantity           Total           Quarter
**  $12,999.00           20204Revenue            Total           Quarter
**  64           2020Count               Total           Year
**  3,283                2020Quantity            Total           Year
**  $45,897.00           2020Revenue             Total           Year
**  64           Count           GrandTotal              Product Name
**  3,283                Quantity                GrandTotal              Product Name
**  $45,897.00           Revenue                 GrandTotal              Product Name
*  Grand Total                           GrandTotalHeader                Product Name
**  28           20201JanCount           GrandTotal              Month
**  1,080                20201JanQuantity                GrandTotal              Month
**  $14,842.00           20201JanRevenue                 GrandTotal              Month
**  4            20201FebCount           GrandTotal              Month
**  164          20201FebQuantity                GrandTotal              Month
**  $2,210.00            20201FebRevenue                 GrandTotal              Month
**  32           20201Count              GrandTotal              Quarter
**  1,244                20201Quantity           GrandTotal              Quarter
**  $17,052.00           20201Revenue            GrandTotal              Quarter
**  28           20202AprCount           GrandTotal              Month
**  1,250                20202AprQuantity                GrandTotal              Month
**  $17,308.00           20202AprRevenue                 GrandTotal              Month
**  4            20202MayCount           GrandTotal              Month
**  172          20202MayQuantity                GrandTotal              Month
**  $2,580.00            20202MayRevenue                 GrandTotal              Month
**  32           20202Count              GrandTotal              Quarter
**  1,422                20202Quantity           GrandTotal              Quarter
**  $19,888.00           20202Revenue            GrandTotal              Quarter
**  32           20203SeptCount          GrandTotal              Month
**  1,658                20203SeptQuantity               GrandTotal              Month
**  $23,552.00           20203SeptRevenue                GrandTotal              Month
**  32           20203Count              GrandTotal              Quarter
**  1,658                20203Quantity           GrandTotal              Quarter
**  $23,552.00           20203Revenue            GrandTotal              Quarter
**  16           20204NovCount           GrandTotal              Month
**  833          20204NovQuantity                GrandTotal              Month
**  $11,625.00           20204NovRevenue                 GrandTotal              Month
**  16           20204DecCount           GrandTotal              Month
**  958          20204DecQuantity                GrandTotal              Month
**  $13,938.00           20204DecRevenue                 GrandTotal              Month
**  32           20204Count              GrandTotal              Quarter
**  1,791                20204Quantity           GrandTotal              Quarter
**  $25,563.00           20204Revenue            GrandTotal              Quarter
**  128          2020Count               GrandTotal              Year
**  6,115                2020Quantity            GrandTotal              Year
**  $86,055.00           2020Revenue             GrandTotal              Year
**  128          Count           GrandTotal              Product Name
**  6,115                Quantity                GrandTotal              Product Name
**  $86,055.00           Revenue                 GrandTotal              Product Name
